youtube_id,time_start,time_end,label
xS9SewTY63U,68,78,catching or throwing baseball
xTSDfM6uEOA,9,19,catching or throwing baseball
XuDJdOxxIcA,32,42,catching or throwing baseball
XvYmv5Kc9MY,3,13,catching or throwing baseball
Xz7Srw9NsDo,39,49,catching or throwing baseball
x_3BrhydLlA,0,10,catching or throwing baseball
y4DglECyrR0,3,13,catching or throwing baseball
y6NtQofGOcY,88,98,catching or throwing baseball
ydkK71d8iq4,41,51,catching or throwing baseball
yEbKK19Z34s,37,47,catching or throwing baseball
yhRflFv8s18,172,182,catching or throwing baseball
ylAsfSK8-mQ,68,78,catching or throwing baseball
YmrtetF5a18,69,79,catching or throwing baseball
yMztLUcsZ9I,112,122,catching or throwing baseball
YOOg1KswBPU,3,13,catching or throwing baseball
yowhz6PWf8I,7,17,catching or throwing baseball
Yp8SmFW6hUI,4,14,catching or throwing baseball
ysG7FkeLOX4,5,15,catching or throwing baseball
yUDu2JTKAC8,4,14,catching or throwing baseball
yWjqADqR2Xo,2,12,catching or throwing baseball
ywXZQ-mSp8Y,8,18,catching or throwing baseball
Z0rj4iNcoc4,3,13,catching or throwing baseball
z4cM6Vsn3Us,0,10,catching or throwing baseball
z7cfLfp1KlI,28,38,catching or throwing baseball
z7jD3c3-u1M,2,12,catching or throwing baseball
z8RvsSLaeJM,1,11,catching or throwing baseball
zBupKQjypjA,81,91,catching or throwing baseball
zD2qp-vl0UM,7,17,catching or throwing baseball
Zfb8omIDFcc,6,16,catching or throwing baseball
ZFeoUzGv3uM,4,14,catching or throwing baseball
zFH5GUKxwDs,6,16,catching or throwing baseball
zk1gQfm9Xfg,7,17,catching or throwing baseball
zl66WVI82XM,28,38,catching or throwing baseball
znV8fvabdy8,21,31,catching or throwing baseball
zohEBjgiVa8,21,31,catching or throwing baseball
ZSWSwYLHCxk,4,14,catching or throwing baseball
ZUbNGhS03uc,64,74,catching or throwing baseball
ZUO5XO4PPDk,112,122,catching or throwing baseball
zUWaH021VPE,2,12,catching or throwing baseball
ZVHdPBXBn2k,33,43,catching or throwing baseball
ZWf42hB1h8g,7,17,catching or throwing baseball
zym18TXsc2c,0,10,catching or throwing baseball
ZzsKvUIFF3A,38,48,catching or throwing baseball
z_OAlb2rPRw,5,15,catching or throwing baseball
z_W6Mwa24sA,51,61,catching or throwing baseball
z_Wpm3diOcM,0,10,catching or throwing baseball
_0OnwsaGgq4,2,12,catching or throwing baseball
_1yhKs2NHkU,105,115,catching or throwing baseball
_5QE7kWjf_4,111,121,catching or throwing baseball
_AyLBGYufbw,1,11,catching or throwing baseball
_BzBHamJxdo,63,73,catching or throwing baseball
_cXfTRaSGP4,7,17,catching or throwing baseball
_DnTTEBEWD8,0,10,catching or throwing baseball
_eNXetxZjIo,19,29,catching or throwing baseball
_hMvhAL-0Us,0,10,catching or throwing baseball
_HwnELEqr64,58,68,catching or throwing baseball
_jU26QeecN8,32,42,catching or throwing baseball
_oWfy4gB7sE,49,59,catching or throwing baseball
_RoL5n54yfU,54,64,catching or throwing baseball
_tD9qDx3-uc,27,37,catching or throwing baseball
_YOSA04m_94,100,110,catching or throwing baseball
-CM30ROUHEs,4,14,catching or throwing frisbee
-cX_BviOBDQ,31,41,catching or throwing frisbee
-DCrGkCYR28,3,13,catching or throwing frisbee
-HIr2oF5UXc,22,32,catching or throwing frisbee
-TQv5UbXUjA,25,35,catching or throwing frisbee
068Ewypg250,14,24,catching or throwing frisbee
07C2s9hjtpE,3,13,catching or throwing frisbee
0akw1tk8gn8,38,48,catching or throwing frisbee
0b9IFEfSlyE,4,14,catching or throwing frisbee
0DRoNmNvgG4,66,76,catching or throwing frisbee
0IVF15Xlv1I,0,10,catching or throwing frisbee
0i_prFKr3yQ,1,11,catching or throwing frisbee
0LIBLe1ajuM,3,13,catching or throwing frisbee
0LSf2DRPqd8,75,85,catching or throwing frisbee
0lWzk7Wfz6E,8,18,catching or throwing frisbee
0OoCb3J-ids,0,10,catching or throwing frisbee
0pnFoPG0dXM,1,11,catching or throwing frisbee
0P_TLtBuzqQ,1,11,catching or throwing frisbee
0qiXaK0LtLY,10,20,catching or throwing frisbee
0QnKyOvyUtg,12,22,catching or throwing frisbee
0vj4qslvSCg,2,12,catching or throwing frisbee
0zLwOTJHQXQ,3,13,catching or throwing frisbee
1-Jbj0ucn58,2,12,catching or throwing frisbee
10cApm-xD54,46,56,catching or throwing frisbee
143FjNb6QHk,1,11,catching or throwing frisbee
1BTTR1_5FRw,1,11,catching or throwing frisbee
1D06NZGD3x8,13,23,catching or throwing frisbee
1dalUrXpOSk,2,12,catching or throwing frisbee
1DLTe9Y8TO0,6,16,catching or throwing frisbee
1fQm57etdc4,23,33,catching or throwing frisbee
1fqNHLqPnAI,42,52,catching or throwing frisbee
1HUugv4o81Y,2,12,catching or throwing frisbee
1LBXXZGrfQc,18,28,catching or throwing frisbee
1MGRbeRjh58,4,14,catching or throwing frisbee
1sjP_MboKSQ,41,51,catching or throwing frisbee
1sN1o9__Zbc,9,19,catching or throwing frisbee
1uFqPQNdxKY,1,11,catching or throwing frisbee
1WWUNt-lhXE,1,11,catching or throwing frisbee
2CUPWkVP-no,9,19,catching or throwing frisbee
2Ikly-zhNTk,46,56,catching or throwing frisbee
2j-AFPr89es,17,27,catching or throwing frisbee
2pS2jov9ZmA,261,271,catching or throwing frisbee
2URLMLfhwLU,62,72,catching or throwing frisbee
2x-4Acau7cw,17,27,catching or throwing frisbee
2Y66VOZ-wM8,68,78,catching or throwing frisbee
35lURrrEQrU,99,109,catching or throwing frisbee
3AvlEe6Sz_U,169,179,catching or throwing frisbee
3bzp062LRa0,0,10,catching or throwing frisbee
3fTljipsfMY,0,10,catching or throwing frisbee
3KdHaeQpCMk,0,10,catching or throwing frisbee
3LDmXpcjrC4,4,14,catching or throwing frisbee
3lpWOvSK1LA,3,13,catching or throwing frisbee
3lRNsXOT9TM,321,331,catching or throwing frisbee
3m3dhROKXo8,8,18,catching or throwing frisbee
3obR86zvVDU,3,13,catching or throwing frisbee
3PRbYvymRfQ,0,10,catching or throwing frisbee
3qu2ZrKfVvU,19,29,catching or throwing frisbee
3QYnDCKdqOg,1,11,catching or throwing frisbee
3rk4iQi1dVk,0,10,catching or throwing frisbee
3sozY8wghYA,181,191,catching or throwing frisbee
3W9nGO1N8QQ,8,18,catching or throwing frisbee
3YtqkULE8lw,44,54,catching or throwing frisbee
3zPPlt_ynDw,25,35,catching or throwing frisbee
401uburEXLw,2,12,catching or throwing frisbee
40Vo-5wMx-4,140,150,catching or throwing frisbee
48M1cn9T3Hk,67,77,catching or throwing frisbee
4DFLccHMXwQ,83,93,catching or throwing frisbee
4FH2Op5RSgg,5,15,catching or throwing frisbee
4icqkaGLOuE,31,41,catching or throwing frisbee
4JIs2l4cT-E,4,14,catching or throwing frisbee
4KEF3NLSJc4,55,65,catching or throwing frisbee
4kkvB8A9IxM,1,11,catching or throwing frisbee
4SkHypikBNI,6,16,catching or throwing frisbee
4xzKo57pPf8,1,11,catching or throwing frisbee
4ZGOmbxPZ1s,18,28,catching or throwing frisbee
4_oIyoIGq9E,3,13,catching or throwing frisbee
598s4riqw3M,43,53,catching or throwing frisbee
599Fu-ByRMA,18,28,catching or throwing frisbee
5dmQwHn3xFU,4,14,catching or throwing frisbee
5JTP3ZqsX44,43,53,catching or throwing frisbee
5rG8KbTTGvQ,1,11,catching or throwing frisbee
5sQvDvOjhPg,0,10,catching or throwing frisbee
5Tum9Q1x8Mk,8,18,catching or throwing frisbee
5TU_kC1SJxY,22,32,catching or throwing frisbee
5VPM9pXZsFo,2,12,catching or throwing frisbee
5ZvZPbWteMs,3,13,catching or throwing frisbee
6-O5ahdLOxA,2,12,catching or throwing frisbee
6-YEeeQLSdE,51,61,catching or throwing frisbee
63mPai6hwsg,106,116,catching or throwing frisbee
6Avz6AxadqM,0,10,catching or throwing frisbee
6EZeL5vj-I8,2,12,catching or throwing frisbee
6f3zCgnv-t8,2,12,catching or throwing frisbee
6klBYkhG8Rs,24,34,catching or throwing frisbee
6kQJCejF90E,4,14,catching or throwing frisbee
6louvYRtggM,82,92,catching or throwing frisbee
6m4IZ7qSU54,0,10,catching or throwing frisbee
6n5jlLSjz98,1,11,catching or throwing frisbee
6OnKUCmp98s,1,11,catching or throwing frisbee
6pNaqdeNveI,7,17,catching or throwing frisbee
6sfAEzr5gCA,3,13,catching or throwing frisbee
6UHbwWqPUw0,58,68,catching or throwing frisbee
6uKPeVhxchE,8,18,catching or throwing frisbee
6ulx594hZgs,0,10,catching or throwing frisbee
6xMGgvQPTbM,40,50,catching or throwing frisbee
6Y7B1wDT8YQ,0,10,catching or throwing frisbee
761WAwd0j_Q,17,27,catching or throwing frisbee
784OV00qG1s,121,131,catching or throwing frisbee
7bAIaV5QTl8,3,13,catching or throwing frisbee
7bmdNPyPpsg,1,11,catching or throwing frisbee
7cJdNlz_0rE,11,21,catching or throwing frisbee
7CyH9Ofie5U,41,51,catching or throwing frisbee
7dOq847yiu4,2,12,catching or throwing frisbee
7dzuei-o50k,2,12,catching or throwing frisbee
7GTqvD903tM,0,10,catching or throwing frisbee
7JilxVr4vUE,5,15,catching or throwing frisbee
7kYqLxcsAFs,20,30,catching or throwing frisbee
7qSRhYVy6c4,13,23,catching or throwing frisbee
7r1x0ZYl5L4,27,37,catching or throwing frisbee
7TxGdWu3mJE,94,104,catching or throwing frisbee
7Vqs4eYIGAg,3,13,catching or throwing frisbee
7WfyPf7Sblc,2,12,catching or throwing frisbee
7XjHt119X4U,1,11,catching or throwing frisbee
85XBMkz9AY8,1,11,catching or throwing frisbee
8bKIvHoKFiw,1,11,catching or throwing frisbee
8d2G6f2Pbmk,30,40,catching or throwing frisbee
8fYTd0agN14,7,17,catching or throwing frisbee
8m9C5a2GmZE,161,171,catching or throwing frisbee
8mEdhqOabkE,3,13,catching or throwing frisbee
8toGOhcSU88,60,70,catching or throwing frisbee
8uthAYpReqg,103,113,catching or throwing frisbee
8vu0gjeRQuI,0,10,catching or throwing frisbee
8YF0t08eQ6U,0,10,catching or throwing frisbee
8ZGR548Ar_I,0,10,catching or throwing frisbee
905PpVzlpqY,23,33,catching or throwing frisbee
90pwL87VhTI,23,33,catching or throwing frisbee
932L5Rr3p3k,8,18,catching or throwing frisbee
95TzOMhxy44,0,10,catching or throwing frisbee
9b7pxJwk2Xk,3,13,catching or throwing frisbee
9CQ6cpqfaPc,3,13,catching or throwing frisbee
9DpJ-usgzEM,0,10,catching or throwing frisbee
9FkwgJ1nTf0,18,28,catching or throwing frisbee
9M3ps1TAQLk,53,63,catching or throwing frisbee
9MdV24tcrt4,0,10,catching or throwing frisbee
9N84PWZ3rGo,4,14,catching or throwing frisbee
9nVcz5Flfz8,194,204,catching or throwing frisbee
9odKmM4TZcA,0,10,catching or throwing frisbee
9qgHrhfY8Qk,38,48,catching or throwing frisbee
9qSDsxFFwmA,11,21,catching or throwing frisbee
9wv6uzU0WCU,2,12,catching or throwing frisbee
a-CeEtEirBU,4,14,catching or throwing frisbee
A1oqycowxDA,15,25,catching or throwing frisbee
A25C9hnd67o,0,10,catching or throwing frisbee
a43dacM8xBo,3,13,catching or throwing frisbee
A48IuTpUPMw,1,11,catching or throwing frisbee
a5a6xiOfApk,11,21,catching or throwing frisbee
a5dhsFbhfd8,1,11,catching or throwing frisbee
a5xjeDT47Wg,1,11,catching or throwing frisbee
A69u-8N-qck,3,13,catching or throwing frisbee
a6tlMg7xZEo,0,10,catching or throwing frisbee
ABb3udIt5EU,9,19,catching or throwing frisbee
abfOFPPglEQ,0,10,catching or throwing frisbee
aCeBkn7hjbM,29,39,catching or throwing frisbee
AcsUrDWamUI,0,10,catching or throwing frisbee
AeKF8wotGMQ,1,11,catching or throwing frisbee
AEyI3BI_HC4,15,25,catching or throwing frisbee
AezzG4478m8,4,14,catching or throwing frisbee
AfUu4Z8gjSY,22,32,catching or throwing frisbee
AGmZm42lHPc,2,12,catching or throwing frisbee
ahmcitwm26U,3,13,catching or throwing frisbee
aJOTZQp9MAo,1,11,catching or throwing frisbee
ak61mfK2rnE,3,13,catching or throwing frisbee
aK7b_kiY-jQ,13,23,catching or throwing frisbee
AL3Q3t0muPQ,1,11,catching or throwing frisbee
AMKbqJJGXZc,24,34,catching or throwing frisbee
An1Vz_8RnDA,14,24,catching or throwing frisbee
anGJC6z7Bi4,10,20,catching or throwing frisbee
aNoWsEoNRrk,1,11,catching or throwing frisbee
aPQ_2JZztYc,40,50,catching or throwing frisbee
apz9RlQ2wQ0,1,11,catching or throwing frisbee
aQ6Qlj2rGT4,0,10,catching or throwing frisbee
AQyzeVaED48,93,103,catching or throwing frisbee
ARd8lMS_iHM,3,13,catching or throwing frisbee
aTFc0DFsATo,10,20,catching or throwing frisbee
atqY2riQZr4,11,21,catching or throwing frisbee
au8Jg5cjCBM,0,10,catching or throwing frisbee
aw-jJeQJdNE,3,13,catching or throwing frisbee
AyUZ78hAXLQ,6,16,catching or throwing frisbee
aZDSAjjCJFU,4,14,catching or throwing frisbee
AzR8XAfmOGk,79,89,catching or throwing frisbee
aZThi9QvrP8,3,13,catching or throwing frisbee
b-ZAHU3Hef0,10,20,catching or throwing frisbee
B3puW21AusE,33,43,catching or throwing frisbee
b8hcBfvw8dY,22,32,catching or throwing frisbee
ba9npy3GCzU,17,27,catching or throwing frisbee
BAGFlQ37w4c,27,37,catching or throwing frisbee
Bbo6s-bbtjA,11,21,catching or throwing frisbee
BD3bD8QgWSs,3,13,catching or throwing frisbee
bdNM53qf-ZE,0,10,catching or throwing frisbee
BeHARh-rMEQ,13,23,catching or throwing frisbee
bfn3BqcE1SI,18,28,catching or throwing frisbee
BGoWOGim75Q,314,324,catching or throwing frisbee
BIJj5iGRbP4,16,26,catching or throwing frisbee
bJislhIFTw4,80,90,catching or throwing frisbee
BmYwSfB0ggg,16,26,catching or throwing frisbee
BnrROHauGe0,1,11,catching or throwing frisbee
BOslnjE-Mnk,2,12,catching or throwing frisbee
bPM5Lc-j6dc,1,11,catching or throwing frisbee
bQ2VXWiLXuU,56,66,catching or throwing frisbee
BRLQtyigHPY,3,13,catching or throwing frisbee
BsOA6CPkKcs,9,19,catching or throwing frisbee
BTd8DglkJds,0,10,catching or throwing frisbee
BUkSnZ5EhmA,0,10,catching or throwing frisbee
bVHED5grzEI,17,27,catching or throwing frisbee
bw3z_mqiSwc,0,10,catching or throwing frisbee
BwinQkeGXlA,4,14,catching or throwing frisbee
bxy9mFGMVXk,5,15,catching or throwing frisbee
byTb0n5GJm8,1,11,catching or throwing frisbee
bZaUVVSTXGE,1,11,catching or throwing frisbee
c1Vc8XDg6XM,1,11,catching or throwing frisbee
C7H6C8LawLA,19,29,catching or throwing frisbee
c8LB7GRaRR4,1,11,catching or throwing frisbee
CblOPwshq9M,15,25,catching or throwing frisbee
CcHo5IEKbaA,0,10,catching or throwing frisbee
ccmTNUEhU8M,0,10,catching or throwing frisbee
cdE63_I2gZg,11,21,catching or throwing frisbee
cdo0bGs9Bow,119,129,catching or throwing frisbee
ce6MYvGTN-8,185,195,catching or throwing frisbee
cg7YgR3HCZs,2,12,catching or throwing frisbee
cIAW_1WCTZM,30,40,catching or throwing frisbee
CIhXIiS54O4,32,42,catching or throwing frisbee
CmKG4IpaVbU,1,11,catching or throwing frisbee
cMOvgk4v_a4,16,26,catching or throwing frisbee
COU04NrPELE,0,10,catching or throwing frisbee
cOyiqqZ5Qbs,2,12,catching or throwing frisbee
CQqMZNu_rcI,0,10,catching or throwing frisbee
cR8q-DrtwgU,1,11,catching or throwing frisbee
CRkNXWArQek,2,12,catching or throwing frisbee
cRu2W4kkouU,1,11,catching or throwing frisbee
CSEa7n3oo8I,19,29,catching or throwing frisbee
Ct2co8ElDIs,43,53,catching or throwing frisbee
CvIADduPOFo,2,12,catching or throwing frisbee
CvR6Vo_dJQ4,2,12,catching or throwing frisbee
cxA70t8hJbc,4,14,catching or throwing frisbee
CzEOUlXEUBQ,13,23,catching or throwing frisbee
d1jUARemBt4,32,42,catching or throwing frisbee
d1w-UckmNSM,3,13,catching or throwing frisbee
D4-DV0vlVJQ,1,11,catching or throwing frisbee
D5dV82Vh9AI,11,21,catching or throwing frisbee
d8cjTQxeHe8,53,63,catching or throwing frisbee
D8_ESHZCs3A,0,10,catching or throwing frisbee
DAuJWHLMRIM,3,13,catching or throwing frisbee
dB18JMPLvGg,0,10,catching or throwing frisbee
dbNFR1JLJ0w,3,13,catching or throwing frisbee
DbPAbC_AI_Y,38,48,catching or throwing frisbee
ddxzAZnzrrM,326,336,catching or throwing frisbee
DEBinoiqR8Q,2,12,catching or throwing frisbee
DebpiVLz9nM,170,180,catching or throwing frisbee
DfaDHcnWnwY,3,13,catching or throwing frisbee
dGEpn-5tI8Y,19,29,catching or throwing frisbee
DGSY5XOT-kw,0,10,catching or throwing frisbee
DJ3DgQbBHNI,3,13,catching or throwing frisbee
djslKn1J7cs,4,14,catching or throwing frisbee
DkSTSrBm_yw,9,19,catching or throwing frisbee
DMKg_5ickag,0,10,catching or throwing frisbee
DMseS2eaPTA,27,37,catching or throwing frisbee
DMTWTpk6VXc,24,34,catching or throwing frisbee
Dn0kPf_PXzg,12,22,catching or throwing frisbee
dnxXM-K42zQ,170,180,catching or throwing frisbee
dO7VDRuZhwM,25,35,catching or throwing frisbee
DOlF_AZ5jNc,4,14,catching or throwing frisbee
dS7J0pRhXtI,16,26,catching or throwing frisbee
DsgjZAwSSRI,26,36,catching or throwing frisbee
DTTcFyau22s,3,13,catching or throwing frisbee
dV8KdVu80Yc,7,17,catching or throwing frisbee
Dvbj__F4KzM,0,10,catching or throwing frisbee
DVcZ2_lxnDc,1,11,catching or throwing frisbee
dy32igxBJ5Y,0,10,catching or throwing frisbee
dymP3K5GiS8,14,24,catching or throwing frisbee
d_bSrDfkRQo,12,22,catching or throwing frisbee
d_I_LSty1pY,1,11,catching or throwing frisbee
e0gZ78I3nnM,4,14,catching or throwing frisbee
e1LwNgJRPns,3,13,catching or throwing frisbee
e26AG5VE7Is,0,10,catching or throwing frisbee
E3mw-0O4SyA,4,14,catching or throwing frisbee
e3qaZ00hoBY,0,10,catching or throwing frisbee
ebHveNBSUCM,4,14,catching or throwing frisbee
eclCbqNMIdo,4,14,catching or throwing frisbee
ECQvlMZKPkE,0,10,catching or throwing frisbee
EeJzwGSv4mE,3,13,catching or throwing frisbee
EFB-REjCwFk,2,12,catching or throwing frisbee
EFDp6AqYXJs,21,31,catching or throwing frisbee
eH_PzBfNWRE,19,29,catching or throwing frisbee
eI6lYbvP8U0,1,11,catching or throwing frisbee
EiBmckJ4BKQ,8,18,catching or throwing frisbee
eKfA1p-l6-4,2,12,catching or throwing frisbee
ELwArEoGMqs,32,42,catching or throwing frisbee
emsF0-kx9mw,3,13,catching or throwing frisbee
emvCsSxU1Sk,2,12,catching or throwing frisbee
EOfQr1P5hlU,4,14,catching or throwing frisbee
Ep_2Htlqsf0,0,10,catching or throwing frisbee
EQans0SHoTk,54,64,catching or throwing frisbee
ESNyUXT3sEY,13,23,catching or throwing frisbee
estOETKJkSs,23,33,catching or throwing frisbee
EwPNYc5m-KM,7,17,catching or throwing frisbee
ezdah3bNfJM,66,76,catching or throwing frisbee
EztawCAnFhk,38,48,catching or throwing frisbee
E_dPS5E8Yqg,155,165,catching or throwing frisbee
E_ztEAxoivU,12,22,catching or throwing frisbee
f0RDHuqJJtU,3,13,catching or throwing frisbee
f13SCRAbBM8,0,10,catching or throwing frisbee
f5fTySPDbY8,10,20,catching or throwing frisbee
f6S8jCulFJU,9,19,catching or throwing frisbee
f76DsVNvNFI,8,18,catching or throwing frisbee
F7IVA8A9MeU,1,11,catching or throwing frisbee
F9qDo4NcUek,1,11,catching or throwing frisbee
fcaIi1joZuc,1,11,catching or throwing frisbee
FdmOV0rhFNU,0,10,catching or throwing frisbee
FdzzjYs3_2g,35,45,catching or throwing frisbee
FEJpW18qSJA,5,15,catching or throwing frisbee
FEU_wYhtFbc,3,13,catching or throwing frisbee
Ffi72VPtwgQ,477,487,catching or throwing frisbee
ffvtOV7En_c,3,13,catching or throwing frisbee
fhDY-hn35sQ,123,133,catching or throwing frisbee
fJGjfzbSwwA,48,58,catching or throwing frisbee
fKC10RIqWi0,1,11,catching or throwing frisbee
Fl0pjgwrYgk,5,15,catching or throwing frisbee
fLpT63HCOI8,14,24,catching or throwing frisbee
FNX7CeuIvIQ,38,48,catching or throwing frisbee
FpCOmcLVioA,0,10,catching or throwing frisbee
fpQiF6k71TE,4,14,catching or throwing frisbee
fq89BJjyJnY,0,10,catching or throwing frisbee
FRJ0NwYmXWc,38,48,catching or throwing frisbee
fScIX4mkKdo,67,77,catching or throwing frisbee
fVBGOm-PnVE,3,13,catching or throwing frisbee
FVe8MLvkYcU,189,199,catching or throwing frisbee
FZARcEh07m4,3,13,catching or throwing frisbee
g0dQGJB-sWQ,2,12,catching or throwing frisbee
G3Tj4r5NDsQ,22,32,catching or throwing frisbee
G67fcLiZKZc,0,10,catching or throwing frisbee
g8IZ1MipwGs,31,41,catching or throwing frisbee
gAEz2pz1xRw,29,39,catching or throwing frisbee
gaghrNbLBG8,3,13,catching or throwing frisbee
GaPvr1S6T3I,0,10,catching or throwing frisbee
gCIiOY4QBHA,81,91,catching or throwing frisbee
GDVKe-QkEaE,11,21,catching or throwing frisbee
GeUiTRErV30,0,10,catching or throwing frisbee
ggOP_nLqqhA,78,88,catching or throwing frisbee
GhGFKuYyHe0,8,18,catching or throwing frisbee
GHh4TqVO8OQ,0,10,catching or throwing frisbee
ghnSy4b1yBI,10,20,catching or throwing frisbee
gHs2xCBudwc,1,11,catching or throwing frisbee
GIFd6G6rXoU,14,24,catching or throwing frisbee
GkAzEaRFMQY,0,10,catching or throwing frisbee
gkcRul8yPhw,6,16,catching or throwing frisbee
GL94vLKWSyE,1,11,catching or throwing frisbee
gllDtKwmNtU,1,11,catching or throwing frisbee
gmETFkkFXtE,0,10,catching or throwing frisbee
gOWD5P7rz1k,2,12,catching or throwing frisbee
gp9SI57ioc8,0,10,catching or throwing frisbee
GS579hoTMDo,3,13,catching or throwing frisbee
gV2ZjACTcPw,2,12,catching or throwing frisbee
gWV9zM2wdKk,1,11,catching or throwing frisbee
Gx0zlq0T84c,2,12,catching or throwing frisbee
GX2Na0zXUco,1,11,catching or throwing frisbee
gXFdZ_yRaAE,2,12,catching or throwing frisbee
GyEiyNMVjwE,108,118,catching or throwing frisbee
H09fv-H3EEU,3,13,catching or throwing frisbee
h2wb0FUwf1U,4,14,catching or throwing frisbee
H5Fv-08ruFo,108,118,catching or throwing frisbee
h5lE1z3Gdrs,2,12,catching or throwing frisbee
H9ypVarNp8c,10,20,catching or throwing frisbee
HBooKfe8G44,3,13,catching or throwing frisbee
hKHk7GN1ieQ,2,12,catching or throwing frisbee
Hkm3FMfgT4g,9,19,catching or throwing frisbee
HlI3iVVkg3c,2,12,catching or throwing frisbee
hoQ_Om_C2C8,4,14,catching or throwing frisbee
hP3y1tsEskA,5,15,catching or throwing frisbee
hQLqAou-_hU,2,12,catching or throwing frisbee
hrIFtlGlKPA,570,580,catching or throwing frisbee
Hs1eaqUW83A,194,204,catching or throwing frisbee
hsuGp82eY74,90,100,catching or throwing frisbee
HWYL3wyGM0U,30,40,catching or throwing frisbee
h_10HmMUics,175,185,catching or throwing frisbee
i5HvHbxAyqQ,12,22,catching or throwing frisbee
I70Xic9_Fog,13,23,catching or throwing frisbee
ibeup8oMMRw,11,21,catching or throwing frisbee
iceH415aPk8,7,17,catching or throwing frisbee
Id45ihFw90A,2,12,catching or throwing frisbee
IdecQT0LBZg,2,12,catching or throwing frisbee
iDhqvIolHhk,4,14,catching or throwing frisbee
idxFAQwDg-E,2,12,catching or throwing frisbee
ifdfO1WAuAE,13,23,catching or throwing frisbee
iFrW2KC3oZo,15,25,catching or throwing frisbee
iFZVK9aVZEI,190,200,catching or throwing frisbee
iGgu6LkV8X8,0,10,catching or throwing frisbee
IGu0Lejvdy0,4,14,catching or throwing frisbee
ihV_YkJT8D8,4,14,catching or throwing frisbee
ILU2zg3liZM,18,28,catching or throwing frisbee
IMy-flJcEPQ,52,62,catching or throwing frisbee
iNMp9kIGKhI,4,14,catching or throwing frisbee
inrL6oVxzX0,19,29,catching or throwing frisbee
iPN90Eg4q8Y,6,16,catching or throwing frisbee
iRuoqrDlCUU,17,27,catching or throwing frisbee
isreh_zeB2U,2,12,catching or throwing frisbee
iSWQve7dZSI,10,20,catching or throwing frisbee
IwlOgyRla7s,3,13,catching or throwing frisbee
IWQLebjjxXg,2,12,catching or throwing frisbee
IXgxJkKi17U,15,25,catching or throwing frisbee
iz35nmFVmEw,17,27,catching or throwing frisbee
IZulLg7CGK0,211,221,catching or throwing frisbee
I_Jmv1wNSxE,181,191,catching or throwing frisbee
j44KRWvC5TI,2,12,catching or throwing frisbee
J9C1mGzZayQ,0,10,catching or throwing frisbee
j9tGQMUnfpc,3,13,catching or throwing frisbee
jAczgXS0Upg,1,11,catching or throwing frisbee
JBAWHRyAxVQ,56,66,catching or throwing frisbee
JBqpV8VnpBM,0,10,catching or throwing frisbee
JCkk6AB4nCQ,52,62,catching or throwing frisbee
JCU2wSOyLSk,32,42,catching or throwing frisbee
jCu_Q6PW8xs,0,10,catching or throwing frisbee
jd4oj07Z_ms,3,13,catching or throwing frisbee
Je40kOGX2mU,17,27,catching or throwing frisbee
jeBY9AFQt6w,58,68,catching or throwing frisbee
JEy938-vO3c,0,10,catching or throwing frisbee
JG3oujOoPaE,1,11,catching or throwing frisbee
JGFSBkxex4o,2,12,catching or throwing frisbee
JInkv8zo2D8,7,17,catching or throwing frisbee
jkSC4eST8us,0,10,catching or throwing frisbee
jOorhFVz574,38,48,catching or throwing frisbee
jpikmXNue4w,3,13,catching or throwing frisbee
jQAwzLk7nCQ,51,61,catching or throwing frisbee
jSq1uWM5JLk,231,241,catching or throwing frisbee
jsTIUzDkvso,1,11,catching or throwing frisbee
jTM7GiinY7s,10,20,catching or throwing frisbee
jttallG83as,4,14,catching or throwing frisbee
JtuIkT3aFgE,13,23,catching or throwing frisbee
jUG7Iy2236c,8,18,catching or throwing frisbee
jw-1GgMvnj8,64,74,catching or throwing frisbee
JwRxJMSQ9-M,60,70,catching or throwing frisbee
jWSDeqcrGxc,32,42,catching or throwing frisbee
jxm6fbBuPiw,1,11,catching or throwing frisbee
jyS3kT_SYlI,25,35,catching or throwing frisbee
K09zkWT3Xsw,19,29,catching or throwing frisbee
K24--8EoWWI,1,11,catching or throwing frisbee
K2kuaGZdN_o,57,67,catching or throwing frisbee
k3jciVSlIq0,2,12,catching or throwing frisbee
K3QhSgh3et4,11,21,catching or throwing frisbee
k4lhfjv93es,38,48,catching or throwing frisbee
k5xM46_reaA,3,13,catching or throwing frisbee
K66On1a5Ez4,9,19,catching or throwing frisbee
kb5DXbbR7s0,45,55,catching or throwing frisbee
kF4AzLXpyMU,7,17,catching or throwing frisbee
KkMe2YO7194,1,11,catching or throwing frisbee
kKXGx3SMrAI,27,37,catching or throwing frisbee
KLyqwpWaDkc,0,10,catching or throwing frisbee
kOcFFacdKTw,2,12,catching or throwing frisbee
Kpv_6lF8i2E,13,23,catching or throwing frisbee
KqbItrWmXog,3,13,catching or throwing frisbee
kQz2h6sujTU,1,11,catching or throwing frisbee
krH5bLS4nNg,3,13,catching or throwing frisbee
Kt5vlJefVVI,3,13,catching or throwing frisbee
kuSOvydyBEA,4,14,catching or throwing frisbee
kWetPWSYcWY,4,14,catching or throwing frisbee
KzBKDL3Y1LQ,32,42,catching or throwing frisbee
kzOFaUac1dQ,292,302,catching or throwing frisbee
l0UiXSoVS34,81,91,catching or throwing frisbee
L1Mi9KR4gdw,0,10,catching or throwing frisbee
